IP_ADDRESS,TEST_DATE,TIME_ZONE,DOWNLOAD_MEGABITS,UPLOAD_MEGABITS,LATENCY_MS,SERVER_NAME,DISTANCE_MILES,CONNECTION_MODE,SERVER_COUNT,WEATHER,TEMPERATURE,CONNECTED_DEVICES,CONNECTION_TYPE,DOWNLOAD_INDICATOR,UPLOAD_INDICATOR,PROVIDER
191.88.72.92,7/28/2021 9:02,GMT,31.37,7.22,22,Bogotá,150,multi,1,muy nublado,21,4,cable,1.045666667,1.444,Tigo
191.88.72.92,7/27/2021 19:01,GMT,31.05,7.22,169,Madrid,5000,multi,1,nublado ,20,2,cable,1.035,1.444,Tigo
191.88.72.92,7/27/2021 19:00,GMT,30.92,7.27,10,Medellín,0,multi,1,nublado ,20,2,cable,1.030666667,1.454,Tigo
191.88.72.92,7/27/2021 18:59,GMT,31.41,7.34,21,Bogotá,150,multi,1,nublado ,20,2,cable,1.047,1.468,Tigo
191.88.72.92,7/27/2021 18:57,GMT,24.79,6.56,176,Madrid,5000,multi,1,nublado ,20,2,wifi,0.826333333,1.312,Tigo
191.88.72.92,7/27/2021 18:56,GMT,29,7.12,25,Bogotá,150,multi,1,nublado ,20,2,wifi,0.966666667,1.424,Tigo
191.88.72.92,7/27/2021 18:55,GMT,31.2,7.09,14,Medellín,0,multi,1,nublado ,20,2,wifi,1.04,1.418,Tigo
191.88.72.92,7/27/2021 14:12,GMT,2.56,6.68,172,Madrid,5000,multi,1,nublado ,24,1,wifi,0.085333333,1.336,Tigo
191.88.72.92,7/27/2021 14:11,GMT,12.42,5.49,23,Bogotá,150,multi,1,nublado ,24,1,wifi,0.414,1.098,Tigo
191.88.72.92,7/27/2021 14:10,GMT,19.69,7.18,11,Medellín,0,multi,4,nublado ,24,1,wifi,0.656333333,1.436,Tigo
191.88.72.92,7/27/2021 14:06,GMT,15.73,5.01,177,Madrid,5000,multi,1,nublado ,23,1,cable,0.524333333,1.002,Tigo
191.88.72.92,7/27/2021 14:04,GMT,25.58,6.56,19,Bogotá,150,multi,1,nublado ,23,1,cable,0.852666667,1.312,Tigo
191.88.72.92,7/27/2021 14:03,GMT,23.96,7.2,10,Medellín,0,multi,4,nublado ,23,1,cable,0.798666667,1.44,Tigo
191.88.72.92,7/26/2021 19:01,GMT,31.42,6.29,27,Bogotá,150,multi,1,lluvia,23,2,cable,1.047333333,1.258,Tigo
191.88.72.92,7/26/2021 19:01,GMT,31.42,4.63,11,Medellín,0,multi,4,lluvia,23,2,cable,1.047333333,0.926,Tigo
191.88.72.92,7/26/2021 14:20,GMT,31.35,7.23,22,Bogotá,150,multi,1,nublado ,25,2,cable,1.045,1.446,Tigo
191.88.72.92,7/26/2021 14:19,GMT,29.58,7.38,10,Medellín,0,multi,4,nublado ,25,2,cable,0.986,1.476,Tigo
186.119.95.174,8/3/2021 19:08,GMT,7.19,0.81,193,Madrid,5100,multi,1,nublado,18,1,cable,0.719,0.81,Movistar
186.119.95.174,8/3/2021 19:05,GMT,8.62,0.72,41,Medellín,100,multi,1,nublado,18,1,cable,0.862,0.72,Movistar
186.119.95.174,8/3/2021 19:00,GMT,11.7,0.79,37,Bogotá,200,multi,1,nublado,18,1,cable,1.17,0.79,Movistar
186.119.83.127,8/3/2021 19:07,GMT,2.39,0.81,192,Madrid,5100,multi,1,nublado,18,1,wifi,0.239,0.81,Movistar
186.119.83.127,8/3/2021 19:04,GMT,11.39,0.83,41,Medellín,100,multi,1,nublado,18,1,wifi,1.139,0.83,Movistar
186.119.83.127,8/3/2021 19:02,GMT,11.35,0.81,39,Bogotá,200,multi,1,nublado,18,1,wifi,1.135,0.81,Movistar
186.119.95.174,8/3/2021 14:09,GMT,8.54,0.77,194,Madrid,5100,multi,1,nublado,16,1,cable,0.854,0.77,Movistar
186.119.95.174,8/3/2021 14:05,GMT,10.91,0.72,40,Medellín,100,multi,1,nublado,16,1,cable,1.091,0.72,Movistar
186.119.95.174,8/3/2021 13:00,GMT,10.85,0.71,36,Bogotá,200,multi,1,nublado,16,1,cable,1.085,0.71,Movistar
186.119.83.127,8/3/2021 14:07,GMT,11.4,0.67,192,Madrid,5100,multi,1,nublado,16,1,wifi,1.14,0.67,Movistar
186.119.83.127,8/3/2021 14:04,GMT,11.4,0.88,40,Medellín,100,multi,1,nublado,16,1,wifi,1.14,0.88,Movistar
186.119.83.127,8/3/2021 14:01,GMT,10.9,0.75,37,Bogotá,200,multi,1,nublado,16,1,wifi,1.09,0.75,Movistar
186.119.95.174,8/3/2021 9:06,GMT,7.06,0.76,200,Madrid,5100,multi,1,nublado,16,1,cable,0.706,0.76,Movistar
186.119.95.174,8/3/2021 9:03,GMT,11.36,0.77,42,Medellín,100,multi,1,nublado,16,1,cable,1.136,0.77,Movistar
186.119.95.174,8/3/2021 9:00,GMT,7.49,0.83,36,Bogotá,200,multi,1,nublado,16,1,cable,0.749,0.83,Movistar
186.119.83.127,8/3/2021 9:07,GMT,5.08,0.76,205,Madrid,5100,multi,1,nublado,16,1,wifi,0.508,0.76,Movistar
186.119.83.127,8/3/2021 9:05,GMT,9.81,0.8,70,Medellín,100,multi,1,nublado,16,1,wifi,0.981,0.8,Movistar
186.119.83.127,8/3/2021 9:00,GMT,9.52,0.69,37,Bogotá,200,multi,1,nublado,16,1,wifi,0.952,0.69,Movistar
186.119.95.174,8/2/2021 14:08,GMT,7.15,0.76,197,Madrid,5100,multi,1,parcialmente nublado,19,1,cable,0.715,0.76,Movistar
186.119.95.174,8/2/2021 14:04,GMT,10.85,0.77,40,Medellín,100,multi,1,parcialmente nublado,19,1,cable,1.085,0.77,Movistar
186.119.95.174,8/2/2021 14:00,GMT,11.41,0.79,36,Bogotá,200,multi,1,parcialmente nublado,19,1,cable,1.141,0.79,Movistar
186.119.83.127,8/2/2021 14:07,GMT,7.43,0.74,188,Madrid,5100,multi,1,parcialmente nublado,19,1,wifi,0.743,0.74,Movistar
186.119.83.127,8/2/2021 14:05,GMT,8.59,0.83,42,Medellín,100,multi,1,parcialmente nublado,19,1,wifi,0.859,0.83,Movistar
186.119.83.127,8/2/2021 14:01,GMT,10.11,0.77,39,Bogotá,200,multi,1,parcialmente nublado,19,1,wifi,1.011,0.77,Movistar
186.119.95.174,8/2/2021 9:07,GMT,10.3,0.78,197,Madrid,5100,multi,1,muy nublado,17,1,cable,1.03,0.78,Movistar
186.119.95.174,8/2/2021 9:04,GMT,11.2,0.75,46,Medellín,100,multi,1,muy nublado,17,1,cable,1.12,0.75,Movistar
186.119.95.174,8/2/2021 9:00,GMT,11.2,0.88,36,Bogotá,200,multi,1,muy nublado,17,1,cable,1.12,0.88,Movistar
186.119.83.127,8/2/2021 9:08,GMT,8.66,0.79,189,Madrid,5100,multi,1,muy nublado,17,1,wifi,0.866,0.79,Movistar
186.119.83.127,8/2/2021 9:06,GMT,10.47,0.72,47,Medellín,100,multi,1,muy nublado,17,1,wifi,1.047,0.72,Movistar
186.119.83.127,8/2/2021 9:03,GMT,11.26,0.75,35,Bogotá,200,multi,1,muy nublado,17,1,wifi,1.126,0.75,Movistar
186.119.95.174,8/1/2021 19:07,GMT,11.5,0.77,184,Madrid,5100,multi,1,nublado,16,1,cable,1.15,0.77,Movistar
186.119.95.174,8/1/2021 19:04,GMT,10.8,0.89,41,Medellín,100,multi,1,nublado,16,1,cable,1.08,0.89,Movistar
186.119.95.174,8/1/2021 19:00,GMT,11.3,0.81,36,Bogotá,200,multi,1,nublado,16,1,cable,1.13,0.81,Movistar
186.119.83.127,8/1/2021 19:07,GMT,6.79,0.71,195,Madrid,5100,multi,1,nublado,16,1,wifi,0.679,0.71,Movistar
186.119.83.127,8/1/2021 19:05,GMT,9.22,0.77,45,Medellín,100,multi,1,nublado,16,1,wifi,0.922,0.77,Movistar
186.119.83.127,8/1/2021 19:02,GMT,10.65,0.77,36,Bogotá,200,multi,1,nublado,16,1,wifi,1.065,0.77,Movistar
186.119.95.174,8/1/2021 14:10,GMT,8.13,0.68,202,Madrid,5100,multi,1,muy nublado,22,1,cable,0.813,0.68,Movistar
186.119.95.174,8/1/2021 14:06,GMT,11.2,0.82,43,Medellín,100,multi,1,muy nublado,22,1,cable,1.12,0.82,Movistar
186.119.95.174,8/1/2021 14:02,GMT,11.3,0.79,36,Bogotá,200,multi,1,muy nublado,22,1,cable,1.13,0.79,Movistar
186.119.83.127,8/1/2021 14:09,GMT,8.69,0.79,188,Madrid,5100,multi,1,muy nubblado,22,1,wifi,0.869,0.79,Movistar
186.119.83.127,8/1/2021 14:07,GMT,10.79,0.75,40,Medellín,100,multi,1,muy nubblado,22,1,wifi,1.079,0.75,Movistar
186.119.83.127,8/1/2021 14:03,GMT,11.28,0.76,37,Bogotá,200,multi,1,muy nubblado,22,1,wifi,1.128,0.76,Movistar
186.119.95.174,8/1/2021 9:06,GMT,10.66,0.8,190,Madrid,5100,multi,1,parcialmente nublado,19,1,cable,1.066,0.8,Movistar
186.119.95.174,8/1/2021 9:03,GMT,10.86,0.8,44,Medellín,100,multi,1,parcialmente nublado,19,1,cable,1.086,0.8,Movistar
186.119.95.174,8/1/2021 9:00,GMT,10.77,0.84,37,Bogotá,200,multi,1,parcialmente nublado,19,1,cable,1.077,0.84,Movistar
186.119.83.127,8/1/2021 9:09,GMT,9.18,0.8,194,Madrid,5100,multi,1,parcialmente nublado,19,1,wifi,0.918,0.8,Movistar
186.119.83.127,8/1/2021 9:05,GMT,10.69,0.75,47,Medellín,100,multi,1,parcialmente nublado,19,1,wifi,1.069,0.75,Movistar
186.119.83.127,8/1/2021 9:02,GMT,11.42,0.81,37,Bogotá,200,multi,1,parcialmente nublado,19,1,wifi,1.142,0.81,Movistar
186.119.95.174,7/31/2021 19:05,GMT,11.3,0.76,191,Madrid,5100,multi,1,parcialmente nublado,16,1,cable,1.13,0.76,Movistar
186.119.95.174,7/31/2021 19:03,GMT,11.4,0.76,41,Medellín,100,multi,1,parcialmente nublado,16,1,cable,1.14,0.76,Movistar
186.119.95.174,7/31/2021 19:00,GMT,11.5,0.74,36,Bogotá,200,multi,1,parcialmente nublado,16,1,cable,1.15,0.74,Movistar
186.119.83.127,7/31/2021 19:06,GMT,10.64,0.77,193,Madrid,5100,multi,1,parcialmente nublado,16,1,wifi,1.064,0.77,Movistar
186.119.83.127,7/31/2021 19:04,GMT,11.36,0.86,40,Medellín,100,multi,1,parcialmente nublado,16,1,wifi,1.136,0.86,Movistar
186.119.83.127,7/31/2021 19:00,GMT,10.94,0.81,37,Bogotá,200,multi,1,parcialmente nublado,16,1,wifi,1.094,0.81,Movistar
186.119.95.174,7/31/2021 14:07,GMT,11.4,0.79,210,Madrid,5100,multi,1,soleado,24,1,cable,1.14,0.79,Movistar
186.119.95.174,7/31/2021 14:05,GMT,11.4,0.66,42,Medellín,100,multi,1,soleado,24,1,cable,1.14,0.66,Movistar
186.119.95.174,7/31/2021 14:01,GMT,11.4,0.91,39,Bogotá,200,multi,1,soleado,24,1,cable,1.14,0.91,Movistar
186.119.83.127,7/31/2021 14:05,GMT,9.18,0.73,189,Madrid,5100,multi,1,soleado,24,1,wifi,0.918,0.73,Movistar
186.119.83.127,7/31/2021 14:02,GMT,11.26,0.9,40,Medellín,100,multi,1,soleado,24,1,wifi,1.126,0.9,Movistar
186.119.83.127,7/31/2021 14:00,GMT,9.57,0.72,37,Bogotá,200,multi,1,soleado,24,1,wifi,0.957,0.72,Movistar
186.119.95.174,7/31/2021 9:07,GMT,11.3,0.83,191,Madrid,5100,multi,1,parcialmente nublado,18,1,cable,1.13,0.83,Movistar
186.119.95.174,7/31/2021 9:04,GMT,11.4,0.79,41,Medellín,100,multi,1,parcialmente nublado,18,1,cable,1.14,0.79,Movistar
186.119.95.174,7/31/2021 9:00,GMT,11.4,0.82,36,Bogotá,200,multi,1,parcialmente nublado,18,1,cable,1.14,0.82,Movistar
186.119.83.127,7/31/2021 9:06,GMT,11.07,0.79,197,Madrid,5100,multi,1,parcialmente nublado,18,1,wifi,1.107,0.79,Movistar
186.119.83.127,7/31/2021 9:03,GMT,4.94,0.79,41,Medellín,100,multi,1,parcialmente nublado,18,1,wifi,0.494,0.79,Movistar
186.119.83.127,7/31/2021 9:00,GMT,9.11,0.69,37,Bogotá,200,multi,1,parcialmente nublado,18,1,wifi,0.911,0.69,Movistar
186.119.95.174,7/30/2021 19:08,GMT,10.67,0.77,195,Madrid,5100,multi,1,muy nublado,16,1,cable,1.067,0.77,Movistar
186.119.95.174,7/30/2021 19:05,GMT,8.06,0.76,47,Medellín,100,multi,1,muy nublado,16,1,cable,0.806,0.76,Movistar
186.119.95.174,7/30/2021 19:01,GMT,9.19,0.79,37,Bogotá,200,multi,1,muy nublado,16,1,cable,0.919,0.79,Movistar
186.119.83.127,7/30/2021 19:07,GMT,5.59,0.79,200,Madrid,5100,multi,1,muy nublado,16,1,wifi,0.559,0.79,Movistar
186.119.83.127,7/30/2021 19:04,GMT,11.16,0.81,47,Medellín,100,multi,1,muy nublado,16,1,wifi,1.116,0.81,Movistar
186.119.83.127,7/30/2021 19:02,GMT,11.16,0.84,36,Bogotá,200,multi,1,muy nublado,16,1,wifi,1.116,0.84,Movistar
186.119.95.174,7/30/2021 14:08,GMT,4.99,0.76,192,Madrid,5100,multi,1,parcialmente nublado,22,1,cable,0.499,0.76,Movistar
186.119.95.174,7/30/2021 14:04,GMT,9.04,0.79,46,Medellín,100,multi,1,parcialmente nublado,22,1,cable,0.904,0.79,Movistar
186.119.95.174,7/30/2021 14:00,GMT,11.29,0.81,37,Bogotá,200,multi,1,parcialmente nublado,22,1,cable,1.129,0.81,Movistar
186.119.83.127,7/30/2021 14:06,GMT,7.17,0.75,196,Madrid,5100,multi,1,parcialmente nublado,22,1,wifi,0.717,0.75,Movistar
186.119.83.127,7/30/2021 14:03,GMT,88.8,0.8,41,Medellín,100,multi,1,parcialmente nublado,22,1,wifi,8.88,0.8,Movistar
186.119.83.127,7/30/2021 14:00,GMT,10.99,0.75,36,Bogotá,200,multi,1,parcialmente nublado,22,1,wifi,1.099,0.75,Movistar
186.119.95.174,7/30/2021 9:07,GMT,11.3,0.78,206,Madrid,5100,multi,1,miuy nublado,18,1,cable,1.13,0.78,Movistar
186.119.95.174,7/30/2021 9:04,GMT,11.3,0.75,40,Medellín,100,multi,1,miuy nublado,18,1,cable,1.13,0.75,Movistar
186.119.95.174,7/30/2021 9:00,GMT,11.2,0.75,36,Bogotá,200,multi,1,miuy nublado,18,1,cable,1.12,0.75,Movistar
186.119.83.127,7/30/2021 9:05,GMT,9.44,0.8,200,Madrid,5100,multi,1,muy nublado,18,1,wifi,0.944,0.8,Movistar
186.119.83.127,7/30/2021 9:02,GMT,11.23,0.78,40,Medellín,100,multi,1,muy nublado,18,1,wifi,1.123,0.78,Movistar
186.119.83.127,7/30/2021 9:00,GMT,10.65,0.66,37,Bogotá,200,multi,1,muy nublado,18,1,wifi,1.065,0.66,Movistar
186.119.95.174,7/29/2021 19:06,GMT,10.2,0.75,190,Madrid,5100,multi,1,lluvia debil,14,1,cable,1.02,0.75,Movistar
186.119.95.174,7/29/2021 19:04,GMT,10.9,0.84,41,Medellín,100,multi,1,lluvia debil,14,1,cable,1.09,0.84,Movistar
186.119.95.174,7/29/2021 19:01,GMT,11.1,0.68,37,Bogotá,200,multi,1,lluvia debil,14,1,cable,1.11,0.68,Movistar
186.119.83.127,7/29/2021 19:07,GMT,7.47,0.45,188,Madrid,5100,multi,1,lluvia debil,14,1,wifi,0.747,0.45,Movistar
186.119.83.127,7/29/2021 19:05,GMT,6.28,0.47,40,Medellín,100,multi,1,lluvia debil,14,1,wifi,0.628,0.47,Movistar
186.119.83.127,7/29/2021 19:00,GMT,3.85,0.67,36,Bogotá,200,multi,1,lluvia debil,14,1,wifi,0.385,0.67,Movistar
186.119.95.174,7/29/2021 14:07,GMT,8.87,0.73,194,Madrid,5100,multi,1,muy nublado,20,1,cable,0.887,0.73,Movistar
186.119.95.174,7/29/2021 14:04,GMT,8.88,0.72,41,Medellín,100,multi,1,muy nublado,20,1,cable,0.888,0.72,Movistar
186.119.95.174,7/29/2021 14:01,GMT,4.85,0.4,39,Bogotá,200,multi,1,muy nublado,20,1,cable,0.485,0.4,Movistar
186.119.83.127,7/29/2021 14:06,GMT,7.47,0.79,193,Madrid,5100,multi,1,muy nublado,20,1,wifi,0.747,0.79,Movistar
186.119.83.127,7/29/2021 14:03,GMT,11.35,0.73,40,Medellín,100,multi,1,muy nublado,20,1,wifi,1.135,0.73,Movistar
186.119.83.127,7/29/2021 14:00,GMT,11.2,0.76,36,Bogotá,200,multi,1,muy nublado,20,1,wifi,1.12,0.76,Movistar
186.119.95.174,7/29/2021 9:07,GMT,9.63,0.31,196,Madrid,5100,multi,1,muy nublado,17,1,cable,0.963,0.31,Movistar
186.119.95.174,7/29/2021 9:04,GMT,4.82,0.29,41,Medellín,100,multi,1,muy nublado,17,1,cable,0.482,0.29,Movistar
186.119.95.174,7/29/2021 9:00,GMT,9.05,0.64,37,Bogotá,200,multi,1,muy nublado,17,1,cable,0.905,0.64,Movistar
186.119.83.127,7/29/2021 9:05,GMT,7.86,0.79,196,Madrid,5100,multi,1,muy nublado,17,1,wifi,0.786,0.79,Movistar
186.119.83.127,7/29/2021 9:03,GMT,11.34,0.81,36,Medellín,100,multi,1,muy nublado,17,1,wifi,1.134,0.81,Movistar
186.119.83.127,7/29/2021 9:00,GMT,4.76,0.77,39,Bogotá,200,multi,1,muy nublado,17,1,wifi,0.476,0.77,Movistar
186.119.95.174,7/28/2021 19:07,GMT,11.5,0.75,200,Madrid,5100,multi,1,nublado,16,1,cable,1.15,0.75,Movistar
186.119.95.174,7/28/2021 19:03,GMT,11.4,0.85,70,Medellín,100,multi,1,nublado,16,1,cable,1.14,0.85,Movistar
186.119.95.174,7/28/2021 19:00,GMT,11.4,0.84,40,Bogotá,200,multi,1,nublado,16,1,cable,1.14,0.84,Movistar
186.119.83.127,7/28/2021 19:06,GMT,8.62,0.45,205,Madrid,5100,multi,1,nublado,16,1,wifi,0.862,0.45,Movistar
186.119.83.127,7/28/2021 19:04,GMT,9.21,0.79,47,Medellín,100,multi,1,nublado,16,1,wifi,0.921,0.79,Movistar
186.119.83.127,7/28/2021 19:01,GMT,11.4,0.8,36,Bogotá,200,multi,1,nublado,16,1,wifi,1.14,0.8,Movistar
186.119.95.174,7/28/2021 14:07,GMT,11.3,0.75,206,Madrid,5100,multi,1,muy nublado,20,1,cable,1.13,0.75,Movistar
186.119.95.174,7/28/2021 14:04,GMT,10.7,0.82,40,Medellín,100,multi,1,muy nublado,20,1,cable,1.07,0.82,Movistar
186.119.95.174,7/28/2021 14:00,GMT,11.3,0.81,36,Bogotá,200,multi,1,muy nublado,20,1,cable,1.13,0.81,Movistar
186.119.83.127,7/28/2021 14:06,GMT,11.2,0.83,196,Madrid,5100,multi,1,muy nublado,20,1,wifi,1.12,0.83,Movistar
186.119.83.127,7/28/2021 14:03,GMT,9.19,0.78,44,Medellín,100,multi,1,muy nublado,20,1,wifi,0.919,0.78,Movistar
186.119.83.127,7/28/2021 14:00,GMT,8.93,0.43,37,Bogotá,200,multi,1,muy nublado,20,1,wifi,0.893,0.43,Movistar
186.119.95.174,7/28/2021 9:09,GMT,10.5,0.79,192,Madrid,5100,multi,1,muy nublado,17,1,cable,1.05,0.79,Movistar
186.119.95.174,7/28/2021 9:04,GMT,11.5,0.79,40,Medellín,100,multi,1,muy nublado,17,1,cable,1.15,0.79,Movistar
186.119.95.174,7/28/2021 9:00,GMT,11.3,0.86,38,Bogotá,200,multi,1,muy nublado,17,1,cable,1.13,0.86,Movistar
186.119.83.127,7/28/2021 9:07,GMT,4.69,0.59,193,Madrid,5100,multi,1,muy nublado,17,1,wifi,0.469,0.59,Movistar
186.119.83.127,7/28/2021 9:03,GMT,9.93,0.51,41,Medellín,100,multi,1,muy nublado,17,1,wifi,0.993,0.51,Movistar
186.119.83.127,7/28/2021 9:00,GMT,8.61,0.43,39,Bogotá,200,multi,1,muy nublado,17,1,wifi,0.861,0.43,Movistar
186.119.95.174,7/27/2021 19:08,GMT,10.8,0.79,193,Madrid,5100,multi,1,nublado,14,1,cable,1.08,0.79,Movistar
186.119.95.174,7/27/2021 19:05,GMT,10.6,0.91,47,Medellín,100,multi,1,nublado,14,1,cable,1.06,0.91,Movistar
186.119.95.174,7/27/2021 19:00,GMT,11.4,0.82,37,Bogotá,200,multi,1,nublado,14,1,cable,1.14,0.82,Movistar
186.119.83.127,7/27/2021 18:06,GMT,10.5,0.65,191,Madrid,5100,multi,1,nublado,14,1,wifi,1.05,0.65,Movistar
186.119.83.127,7/27/2021 19:04,GMT,9.13,0.53,46,Medellín,100,multi,1,nublado,14,1,wifi,0.913,0.53,Movistar
186.119.83.127,7/27/2021 19:00,GMT,9.75,0.7,36,Bogotá,200,multi,1,nublado,14,1,wifi,0.975,0.7,Movistar
186.119.95.174,7/27/2021 14:07,GMT,11.4,0.8,197,Madrid,5100,multi,1,nublado,23,1,cable,1.14,0.8,Movistar
186.119.95.174,7/27/2021 14:04,GMT,11.3,0.81,48,Medellín,100,multi,1,nublado,23,1,cable,1.13,0.81,Movistar
186.119.95.174,7/27/2021 14:00,GMT,11.4,0.75,37,Bogotá,200,multi,1,nublado,23,1,cable,1.14,0.75,Movistar
186.119.83.127,7/27/2021 14:03,GMT,11.2,0.76,48,Medellín,100,multi,1,nublado,23,1,wifi,1.12,0.76,Movistar
186.119.83.127,7/27/2021 14:06,GMT,11.4,0.76,188,Madrid,5100,multi,1,nublado,23,1,wifi,1.14,0.76,Movistar
186.119.83.127,7/27/2021 14:00,GMT,9.78,0.73,38,Bogotá,200,multi,1,nublado,23,1,wifi,0.978,0.73,Movistar
